Name,Latitude,Longitude,OSM_ID
Les Amis de DANIEL,-4.4278613,15.3353047,6586941861
École Mixte La Rééducation,-4.4196963,15.3855436,6586967562
Complexe Scolaire Makuala,-4.4009717,15.3477998,6588613214
Complexe Scolaire CEGLO,-4.4055808,15.3481311,6588624787
Complexe Scolaire La Promesse,-4.4063443,15.3488231,6588624788
Sainte Marie Faustine,-4.3966803,15.3479836,6588718345
Ecole Primaire Nyeka,-4.4286929,15.3445329,6628880286
Institut de Kisenso,-4.4131129,15.3577387,6631099925
Complexe Scolaire Diyavanga,-4.3746507,15.3741592,6660651736
C.S. Bukama,-4.3432273,15.2739465,6853565957
Institut Emile Zola,-4.4206253,15.3812747,6915321149
Complexe Scolaire Bisikina,-4.4277824,15.3797462,6915321180
Complexe Scolaire Kiaku,-4.4275778,15.3795489,6915321181
École Le Rocher,-4.3926091,15.351921,6915707865
École Malandi II,-4.3931105,15.3529698,6915707866
Ecole Armée du Salut,-4.4091122,15.3769031,6916073129
Ecole Kinzuana,-4.4127705,15.3824043,6916073130
Ecole Kukiele,-4.4107876,15.3843302,6916181940
Ecole Mazongo,-4.4313805,15.3727135,6924475769
Institut Vuluka Primaire,-4.4395448,15.3774369,6926847977
EP. Kifuma,-4.4053388,15.3850168,6930079029
Sainte Agnes,-4.406454,15.3849927,6930079030
Ecole Kibunzi,-4.4002041,15.3838849,6930079031
I.T.I Mpiko,-4.399212,15.3836623,6930079032
Ecole Père Damien,-4.3703637,15.3691448,6937620709
C.S Outres neuves Academie,-4.3442302,15.2833986,6939161814
La conscience,-4.381317,15.372942,7211573152
Institut Buma,-4.4633738,15.4615724,7802162242
EP Buma,-4.463299,15.4614839,7802162243
Complexe Scolaire Lofudu,-4.3779543,15.3612129,7817434015
Complexe Scolaire Ngami,-4.3751896,15.3601313,7817434018
Groupe scolaire eureka,-4.4469261,15.289051,7919603582
Collège Sainte Claire II,-4.3326482,15.2619705,8048475105
Complexe Scolaire Chrétien Jacques André Vernaud,-4.355751,15.3082325,8313433041
Complexe Scolaire KANDA,-4.3426955,15.3034218,8442701017
Institut salazaku,-4.4086594,15.3429593,8661844501
Complexe scolaire arc en ciel révélation,-4.4385105,15.2684375,8709833617
Complexe Scolaire Alexia,-4.442509,15.2607665,8709842217
Saint Charles et Maison Enrica,-4.3467954,15.3409357,8932349013
Armée du Salut,-4.4008397,15.2951877,8936088324
Ecole Vision,-4.3847825,15.2598068,9084713394
Complexe Scolaire La Somité,-4.3580296,15.2520626,9084713410
English International School,-4.3079289,15.3173972,9246824078
Complexe Scolaire Siama,-4.3925596,15.3303869,9657190727
Collège GSG,-4.371477,15.3692263,9974916019
Complexe Scolaire Révérend KIM,-4.3174329,15.2930784,9976991400
ecole GSCOM,-4.4134124,15.2904046,9977000449
école Cardinal malula,-4.4122812,15.2903026,9977000452
comlexe scolaire Tumba,-4.4099064,15.291177,9977000455
CS LA TROMPETE,-4.3617574,15.3219286,9977033872
AGRICOLE,-4.3674539,15.3218561,9977033876
EP 1&2 DJOLU,-4.3439133,15.3131684,9977044011
Ecole Melisa,-4.3260447,15.2974185,9979337835
Unnamed,-4.3415838,15.3037217,9979906368
Unnamed,-4.3427231,15.3044513,9979906369
Unnamed,-4.3454458,15.3082842,9979906372
Unnamed,-4.3460877,15.3055912,9979906373
Unnamed,-4.3452559,15.3025764,9979906374
Unnamed,-4.3454057,15.2992907,9979906375
Unnamed,-4.3456892,15.3001812,9979906376
Unnamed,-4.345173,15.3006828,9979906377
Unnamed,-4.344507,15.3005058,9979906378
Unnamed,-4.3447772,15.3016806,9979906379
CS. BWANYA,-4.3668896,15.3196594,9979954308
CS. MWINDA,-4.3674967,15.3208423,9979954309
EP. 10 NGABA,-4.3782692,15.3226018,9979954310
Collège La compassion de Dieu,-4.3772342,15.3247073,9979954311
CS. Charles MBUTAMUTU,-4.3737134,15.3205432,9979954313
CS. MWINDA,-4.3748486,15.3230551,9979954314
Ecole St Adrien,-4.3750024,15.3231409,9979954315
CS. MBUKU,-4.3759933,15.3237793,9979954316
Ecole De la paix,-4.3836607,15.3232509,9979967317
Collège Saint CYPRIEN,-4.3814196,15.3224999,9979967319
Collège Les amis de la réussite,-4.3807216,15.3199035,9979967320
CS. SEDIA,-4.380505,15.3205043,9979967321
CS. TELE MUKWANGA,-4.3786356,15.3203742,9979967322
CS. SUBLIME,-4.378675,15.3197204,9979967323
CS. Charles MBUTAMUTU,-4.3788107,15.32103,9979967324
CS. SEDIA,-4.3796144,15.3218642,9979967325
CS. NZEY,-4.3789378,15.3232241,9979967326
Collège Saint Albert,-4.3778974,15.3187421,9979967327
Ecole Maman MAZA,-4.3771312,15.3187354,9979967328
Ecole NLEMVO,-4.3772342,15.3185114,9979967329
CS. Sainte-Marie,-4.3766004,15.3187944,9979967330
EP. 2 & 7 Saint ADRIEN,-4.3752605,15.3219822,9979967331
Ecole Ange Raphael,-4.3517023,15.2916847,10277664882
Ecole Officielle,-4.3612242,15.3038274,10277676793
Ecole Officielle,-4.3617648,15.3054572,10277676794
Institution Samuel Roller (ISR),-4.4240352,15.249487,10942235848
REKA,-4.3480963,15.2205168,10982263605
École mafuta,-4.3503014,15.2242284,10982263606
Unnamed,-4.3825333,15.3925686,11618951488
Ste Thérèse de l'enfant Jésus,-4.3483725,15.2314841,11875090069
COSMOL,-4.3471945,15.2309928,11933756569
Collège St Cyprien,-4.3478266,15.2305721,11933756570
CS Kudia,-4.3518888,15.2200329,11939978573
École Dieu fait Grâce,-4.3493612,15.2238579,11939978771
CS MAFUTA,-4.3509204,15.2235576,11939979769
Sainte Monique,-4.3504969,15.2307166,12193886601
Groupe Scolaire BANZA,-4.3742859,15.2820814,12534572926
Jean Jacques Rousseau,-4.3496373,15.3112205,13141574673
Ecole madame lecandele,-4.35768,15.19741,13208342814
E.p yanda,-4.4210243,15.3657312,13664438201
Lycée Marie France,-4.401637,15.291206,13686022001
Lycée Prince de Liège,,,37563006
Institut Malaku,,,48626914
Institut Professionel Technique Passio,,,48626923
École Malaku,,,48626942
Lycée Français René Descartes (Site de Kalemie),,,52595375
Unnamed,,,57357937
Unnamed,,,57357940
École maternelle,,,57357941
École Catholique St-Gabriel,,,57363223
École Protestante,,,57363299
École Officielle Mamelo,,,57364518
École Agricole,,,57370576
Institut Biochemie/Mombele (IBM),,,57370638
Institut Téchnique Agricole (ITA),,,57370639
Ecole Protestante de Lemba,,,57376817
Collège Saint Théophile,,,57376896
Ecole Catholique Lycée Mpiko,,,57377009
École catholique,,,57738675
Lycée notre dame de la Providence,,,57898015
Athénée Ngaliema,,,57898018
École Primaire Bondeko,,,57898190
Institut Bobokoli,,,57913408
École Catholique,,,63954685
École catholique,,,67375762
Unnamed,,,67375763
Unnamed,,,67375764
Lycée Kabambare,,,129297065
Ecole Arche de l'Alliance,,,206087637
Unnamed,,,206274847
paroisse Saint Gabriel,,,206579122
Unnamed,,,206579123
Lycée Boyokani,,,206579124
Lycée Boyokani,,,206579125
École Masamba,,,206582660
École primaire Yolo,,,217698542
Complex scolaire Dibasana,,,226752800
Athénées de Lemba,,,226854081
Complexe Scolaire Mankala; ITC N'djili Kilamb0,,,282418448
ITC Ndjili,,,302527886
Collège Saint Raphaël,,,331313849
École George Washington,,,335709425
Lycée Movenda,,,336812196
Lycée Motema Mpiko,,,341035699
Lycée Toyokana,,,341035700
Unnamed,,,362188761
Eglise Binguiste,,,362438613
Ecole Armée du Salut,,,362438618
Unnamed,,,362439868
Unnamed,,,362439869
Unnamed,,,362879543
Mokengeli,,,363665142
École Catholique Notre Dame d'Afrique,,,363665144
Unnamed,,,367610973
Ecole Locale Kingasani,,,367611278
Ecole Kimbanguiste,,,367612903
Arche de Noé,,,367616821
Institut Kisenso,,,385354616
Ecole Primaire Lusambo,,,385354619
Complexe Scolaire Lemba Gare,,,385354620
Ecole Primaire Mibeko,,,385354625
Ecole Primaire 1 Kisenso,,,385382067
Ecole Ikuma,,,385472092
École Primaire Action Aid,,,385804897
Concession Don Bosco,,,385903555
EP 1 Kitomesa,,,386406878
Collège-Internat Mgr Bresillac,,,386416045
LYCEE PALAZOOLO,,,386728227
ECOLE ELIKYA,,,386728706
EP Lokali,,,389537565
Unnamed,,,390309266
Unnamed,,,390313566
Complexe scolaire La Colombe,,,403377016
Instittut Simon Kimbangu,,,418273721
Ecole Primaire 5 et 6 Kimbanguiste,,,418273728
Lycée Sainte Marie Goretti,,,434300797
CS Chretien Balongi,,,434322766
Ecole Primaire Sainte Trinité,,,434882748
Institut Sainte Trinité,,,434882751
Maman Amba,,,435483083
École Bilenge,,,435488328
Ecole Primaire Kiboto,,,435676466
Société des Missions Africaines; Collège MonSeigneur Bresillac (Internat-filles),,,435937353
Lycée Bomengo,,,441722162
Collège Abbé Loya,,,450071724
Unnamed,,,470526432
Unnamed,,,470526434
Unnamed,,,470526435
Unnamed,,,470526436
Unnamed,,,470526437
Unnamed,,,476664289
Ecole primaire,,,486512032
Complexe Scolaire Révérend Ntula,,,487141154
Complexe Scolaire Lestonnac Mobokoli,,,521104202
Nova Eligo,,,521108640
Saint Anne,,,521379340
Complexe Scolaire Lubudi,,,531674259
Complexe Scolaire Bahumbu,,,531704774
Institut Technique Industriel Kitomesa,,,531974063
Ecole Primaire Laïque,,,532181202
Complexe Scolaire Maxel,,,532196574
Complexe Scolaire Sainte Famille,,,532618595
Collège Saint Archille,,,533568451
Joyeux lutins,,,534408566
Unnamed,,,534408572
Unnamed,,,534408573
Unnamed,,,534408574
Unnamed,,,539437849
Institut Technique Indistriel de N'djili,,,544574258
Groupe Scolaire Gombele,,,545194604
Village Bondeko,,,547207548
Ecole Les Elites de Ngaba,,,547232357
Unnamed,,,547232365
Ecole chrétienne de Kinshasa,,,547232374
Ecole chrétienne de Kinshasa,,,547232375
Ecole chrétienne de Kinshasa,,,547232376
Colège Sainte Véronique,,,547232382
Collège Emerite,,,547232393
Collège Saint Esprit,,,547232397
Collège Saint Esprit,,,547232398
Ecole Mbudi,,,552424221
Institut Réverend Samba,,,559886078
Unnamed,,,591637136
École Eben Ezer,,,595915852
Complexe Scolaire Maman Odia,,,595934301
Complexe Scolaire May Mpankia,,,596023951
Complexe Scolaire Alliance,,,596240294
Ecole Bomoko,,,596510627
Réveillez-vous,,,596517157
Ecole les Heritiers du Christ,,,596525688
Collège le Bon Berger,,,596526194
EP Révérend Ntoto,,,596526636
Collège le Bon Berger,,,596541170
Complexe Scolaire Maman Pemba,,,596546898
Complexe Scolaire ma Sagesse,,,596547070
Complexe Scolaire Nkenda,,,596556145
Collège Bon Pasteur,,,596556191
Centre la réconciliation,,,596556235
Complexe Scolaire La Vision,,,596556246
Complexe Scolaire Pasteur Mozart,,,596556409
Complexe Scolaire Bobo,,,596556445
Ecole Bobo,,,596556446
Complexe scolaire Mundingu,,,596558689
Complexe Scolaire la Grace,,,596562062
Complexe Scolaire de la Paix,,,596564191
Protestante,,,596574854
Complexe Scolaire Papa MDK,,,596600942
Complexe Scolaire la Précieuse,,,596621372
Institut Bikanga,,,596640253
Lisungi,,,596661132
Complexe Scolaire Central,,,596679661
Institut Libongo,,,596752557
Complexe Scolaire les Petits Amis,,,597096774
Complexe Scolaire Mama Nsongo,,,597124273
Complexe Scolaire Mambo,,,597124450
Complexe Scolaire Lengi,,,597331956
Complexe Scolaire Réveillez-Vous,,,597331964
Collège Sainte Sarah,,,597410224
Complexe Scolaire Yeba,,,597417687
Collège Soeur Esther,,,597429467
Institut de la Rivière,,,597431897
Collège Emérite,,,597432460
College les Elites,,,597432474
Complexe Scolaire Mpumbu,,,597467448
Complexe Scolaire Le Bambino,,,597478507
École des Génies Congolais,,,597671582
Ecole EMERCO,,,597918546
École Chretienne,,,597926707
Complexe Scolaire Akiva,,,597928746
Complexe Scolaire Anunga,,,598061180
Unnamed,,,598061321
Complexe Scolaire Losa,,,598063852
Ecole Marakene,,,598066285
Mandela,,,598099843
Ecam,,,598107564
Institut Technique Moteyi,,,598128532
Ecole Primaire Sainte Felicitė,,,598158494
Groupe Scolaire Lumumba,,,598170464
Complèxe Scolaire Bazola,,,598173602
Collège Saint Joachim,,,598179977
Révélation divine,,,598207589
La Gloire de Dieu,,,598274164
Piaka Pia,,,598567069
Groupe Scolaire la Marguerite,,,598871789
Ecole la Delicieuse 2,,,598946716
Ecole la Delicieuse 2,,,598946736
Makuala,,,598960747
Beka,,,599173226
Groupe Scolaire BKT,,,599295151
École Sainte Therèse,,,599305840
E.P.5 Camp Kabila,,,599366659
Complexe Scolaire Mankelenge,,,599825863
École Mabwidi,,,599825929
Aprosco,,,599826361
Institut des sciences et techniques industrielles de Kisenso (ISTIK),,,599826761
C.S les Marnettes,,,600713365
C.S Kaolti,,,600713492
Ecole Primaire Bolingo,,,601348557
Miradi,,,604054221
EP1 EP2 KISENSO,,,605700625
Complexe Scolaire Serena,,,605944457
Unnamed,,,607722448
Unnamed,,,608665381
Ecole Kikinga,,,608879420
Ste Famille de bergame,,,608917156
Swengi les aiglons,,,608917160
Complexe Scolaire Papa Nzau,,,608917166
Collège Marakena,,,608917168
C.S Hiyute,,,608917171
Ecole la Sagesse,,,608920048
Ecole Mbotama,,,608927866
Ecole Mbotama,,,608927867
Unnamed,,,608928119
Ecole Franco-anglaise,,,608939717
Mulebe,,,608939719
Collège Saint Albert,,,608939720
Collège Ngelungidi,,,608959864
Cedecash,,,608959868
Institut Technique Industriel Dizolele,,,608959871
Institut Technique Industriel Dizolele,,,608959873
Complexe Scolaire Mbungu,,,608963197
Groupe Scolaire Papa Kuba,,,608979214
EP ET 4 KISENSO,,,611385167
Unnamed,,,619354744
Institut Mangoma,,,620917217
Centre de Formation Camael,,,620972188
Groupe Scolaire Maman Bakuka,,,622697540
Collège Maître Jean,,,635593825
Complexe Scolaire Soleil,,,635620264
Complexe Scolaire Baby-Sitter,,,635630590
Collège Auxano,,,635641013
École Abbé Mandiki,,,635687302
Groupe Scolaire Berceau Divin,,,635688359
Groupe Scolaire Berceau Divin,,,635688360
Collège Le palmier du ciel,,,635697166
Collège Le palmier du ciel,,,635697168
Complexe Scolaire Malebe,,,635955883
Complèxe Scolaire Goshen,,,635955915
Ecole CSK/CRSK,,,635960489
Ecole Primaire Kimani,,,635965062
Complexe Scolaire Swengi,,,635989709
Complexe Scolaire Papa Ntedika,,,635991858
Complexe Scolaire la Victoire,,,636013724
Collège Allegria,,,636022667
Complexe Scolaire Kasa,,,636026130
Lycée Royale des Elites,,,642168252
Malandi 2,,,642198050
Complexe Scolaire Ntedika-Konde,,,642198058
Ecole Avenir,,,642198083
Ecole Révérend Maduda,,,642501840
Ecole Terre promise,,,642510066
Ecole Christ-Roi,,,642514967
Ecole Tsumbu,,,642514993
École Wata,,,642521043
Complexe Scolaire Révérend Zola Meso,,,642530158
Institut Saint Etienne,,,642554808
Lycée Julie Billiart,,,642556022
Collège Bilingue Révérend Ngelungidi,,,642557748
Complexe Scolaire les Génies,,,642558736
Ecole Primaire Boyokani,,,642560191
École CRS Lobiko,,,642573309
Ecole Mawete,,,642601729
École la Conscience,,,642805728
Complexe Scolaire Arche des Vainqueur,,,643339217
Ecole privée agrée Tundindi,,,643383116
Complexe Scolaire Simeon,,,643713586
Ecole Mapamboli,,,643746584
Ecole Kuebambaka,,,643748860
La Joie,,,643835712
Complexe Scolaire Expert,,,644336065
Ecole Révérend Kumbu,,,644342271
Complexe Scolaire Métropole Sainte Rosalie,,,644349711
Complexe scolaire Epami,,,644351004
Ecole Saint Gérard,,,676266270
Collège du Réveil,,,676269565
"EPA 1,2 Lemfu",,,676506712
"EPA 1,2 Lemfu",,,676506716
"EPA 1,2 Lemfu",,,676506718
"EPA 1,2 Lemfu",,,676506719
Complexe Scolaire Muabi,,,676514593
Ecole Mapasa,,,676517816
Collège Saint Gilbert,,,676522088
Complexe Scolaire la Plume d'or,,,676531660
La fontaine andrea,,,676531807
École catholique Saint martin,,,676534209
Ecole Primaire Bilenge,,,676535618
École Primaire Saint Antoine de Padoue,,,676535709
Groupe Scolaire Agneau de Dieu,,,676536253
Unnamed,,,676537810
Complexe Scolaire Emmaus,,,676545470
Ecole Lukaya,,,676545870
Complexe Scolaire Nsumabua,,,676549446
Complexe Scolaire Nzemale,,,676553057
Complexe scolaire Omalayeka,,,676553187
Complexe Scolaire les Petits Sages,,,676553320
Collège Manduayanga,,,676553411
Ecole Makinette,,,676553642
ITP Okana,,,676555790
ITP Libéral,,,676557326
Institut Vuluka Primaire,,,676567896
Instutut Technique Aagricole et Véttérinaire de Salongo,,,676567973
École Primaire le Sommet,,,676571578
Ecole Lavina School,,,676572423
Ecole Lukubama,,,676581612
Collège Niota,,,676738858
Institut Technique Bambous,,,676740202
Unnamed,,,676744378
Unnamed,,,676744418
Institut Mulongi de Masina,,,676749495
Institut Nguya,,,676753184
Complexe Scolaire la Grace,,,676753783
Collège des Apôtres,,,676755995
Complexe Scolaire Loango,,,676756029
Collège Saint Gilbert,,,676756078
Saint Vincent de Paul,,,676756092
ITC Ndjili,,,676769837
Collège Du Reveil YOSUA,,,676773720
Collège Larousse,,,676773740
Groupe scolaire de la Nsanga,,,676773750
Institut Technique Industriel Bonsomi,,,676782427
Ecole Mokili Mwinda,,,676782428
Complexe Scolaire Vedruna,,,676782883
Ecole Abbé Massamba,,,676786267
Ecole Bilenge,,,676788296
EP 15 Septembre,,,676795138
Complexe Scolaire Muntu,,,676796680
Centre de formation Djanda,,,676799208
Complexe Scolaire Moderne Pinou I,,,676799487
École Primaire Ma Vie,,,676799673
Complexe Scolaire Espoir,,,676799886
Ecole Primaire Le Germe,,,676804667
Complexe Scolaire Elu,,,676811139
Mbata Mongo,,,676812336
Ecole Les Élus de DIeu,,,676813850
Complexe Scolaire Étienne Tshisekedi,,,676821914
Complexe scolaire OKV,,,676821915
Ecole Manil Bamba,,,676821985
Ecole Sainte Marie Goretti,,,676822043
Unnamed,,,676832334
Unnamed,,,676835199
Complexe Scolaire Djulu,,,676983794
Institut Technique de Ndjili,,,676985966
Complexe Scolaire Jenovic,,,676992344
Collège Bonsomi,,,676993078
Complexe Scolaire Sainte Albertine Mbwaka,,,676993834
Unnamed,,,676995166
Institut La Lumière,,,676995390
Complexe Scolaire Les Germes 2,,,676995455
Unnamed,,,676996659
Complexe Scolaire les Génies du Savoir,,,676999874
Lycée Notre Dame du Rosaire,,,676999921
Institut Kingu,,,676999952
Do Kifuma,,,677001077
Beki Ecole Maternelle,,,677005574
Unnamed,,,677005618
Complexe Scolaire Simba,,,677008050
Complexe Scolaire Auguste,,,677010455
Ecole Saint Joseph Bonsomi,,,677013555
Ecole Bérée,,,677021443
Ecole Maman Kilubu,,,677025209
Collége Sante Élisabeth,,,677040614
Complexe Scolaire Les Batisseurs du Congo,,,677053013
Complexe Scolaire Mayi Matalala,,,677061945
Ecole Saint Ramph,,,677061957
Complexe Scolaire ASIE 2,,,677083621
Ecole Bon Accueil,,,677084192
Complexe Scolaire Umani,,,677096789
Ecole Maman Nzeba,,,677097302
Collège Saint Raphael de Mont Amba,,,677097985
Complexe Scolaire la Grâce,,,677103368
Complexe Scolaire Mama Leka,,,677105931
Lwayi,,,677615570
Complexe Scolaire Saint Joseph,,,677629181
Ecole Diabena,,,677845895
Complexe Scolaire Saint Joseph de Cuneo,,,684298867
Groupe Scolaire Sadisana,,,696416349
Complexe Scolaire les Gedeons,,,696425594
Akila Anderson,,,696627494
Unnamed,,,697797485
Unnamed,,,697797486
Unnamed,,,697797487
Unnamed,,,697797488
Unnamed,,,697797489
Unnamed,,,697797490
Ecole Sasdec Rocher,,,698277727
Sainte-Trinité,,,698713664
Ecole Tundindi,,,698719606
Ecole Primaire 2 Mokili,,,698869728
Ecole Monsieur Noél,,,698869729
Complexe Scolaire la Perfection,,,698869737
Ecole Maman Nzuzi,,,698869748
Saint Marc,,,698869749
Ecole Amba,,,698869753
Collège Révérend Ambundani Alberto,,,698869761
Ecole Primaire 2 Nlembami,,,698869762
Complexe Scolaire Saint Benoit,,,700106752
Complexe Scolaire Leontine,,,700116038
Complexe Scolaire Mayangu,,,700118911
Complexe Scolaire Felicité-Matona,,,700119833
Collège Rehoboth,,,700121066
Collège Saint Boniface Mabeka,,,700125759
Faveur Mwabi,,,700126650
Complexe Scolaire Monika Maria,,,700130546
Beki,,,700141255
Luyindula,,,700146068
Notre-dame de la Sagesse,,,700151965
Orange,,,700154303
Misericorde,,,700159926
GS Archange,,,700160625
Collège Michael,,,700163445
Collége Saint Padre Pio,,,700163548
Collége Princilia,,,700163551
Ecole maternelle Les frères de Sainte Thérèse de l enfant de Jésus,,,700170275
Cs Albatros,,,700605079
Sadisana,,,700819990
Shalom School,,,700821344
Ecole polyvalente Les Perseverants,,,700821349
Complexe scolaire Daniel,,,700834565
Complexe Scolaire Les Chérubins,,,700834566
Unnamed,,,700875625
Groupe Scolaire Sedeke,,,700877822
Institut Bio-chimie de N'djili et ITEA,,,700877824
Lusi,,,700883028
Complexe Scolaire Maman Tshiala,,,701039164
Complexe Scolaire la Base,,,701044534
CS Iziba,,,701044544
Sainte Agnès Bonsomi,,,701056564
Complexe Scolaire Minu,,,701056574
Collège Notre Dame de la Sagesse,,,701061241
Lycée Bugape,,,701063101
Complexe Scolaire Soeur Eunice,,,701063313
Unnamed,,,701067436
Le Palmier,,,701090409
Ecole Maitre Lukamba,,,701091392
Complexe Scolaire Les Argus,,,701091719
Ecole Kimbanguiste,,,701097846
Sainte Marie des Anged,,,701098849
Emanuel,,,701099264
Le Germe,,,701103098
Ecole les Vissionnaires,,,701121415
Complexe Scolaire La Miséricorde,,,701121430
Complexe Scolaire Cerveau,,,701121433
Ecole Intelligence,,,701121436
Ecole Makaya,,,701121438
ITI Moteyi,,,701121440
Ecole Père Nestore,,,701121450
Complexe Scolaire Dialu,,,701274212
Complexe Scolaire Amasa,,,701278428
Ecole Chrétienne Sebamona,,,701293055
Ecole Complexe Scolaire Tatama,,,701304667
Complexe Scolaire Intégrité,,,701341741
Ecole Primaire Kabundi,,,701356195
Ecole Ecam,,,701369926
Saint Theophile,,,701371750
Lycée Madame de Sévigné,,,704174494
La Source de Vie - Limete,,,704174495
EIB Le Cartésien,,,704174502
Ecole les Bâtisseurs,,,705234342
Collège Saint Gervais,,,708529168
Ecole Primaire Bolingo,,,708814926
Collège Bonsomi,,,709304288
Unnamed,,,710341066
C.S Luimance,,,711279341
La Craie Blanche,,,711683954
Groupe Scolaire de la Nsanga,,,711849560
La main de l'Eternel,,,711849566
Institut Bambous,,,711902098
Vikuka,,,712231135
Complexe Scolaire du Savoir,,,712231261
Ecole Presbyterien CPK,,,712283079
Ecole Bertin Louis,,,712304099
Ecole Bertin Louis,,,712304100
Collège GSG,,,713294601
ECOLE COSMA,,,718853323
Lycée Primaire,,,731877062
lycée 2 et 3 kasa-vubu,,,731877063
Ecole christ roi,,,731877065
Ecole Armée du Salut,,,731877066
Ecole Shekinah,,,731880005
Ecole Saint Etienne,,,731880006
Institut Ngandu et Ecole Primaire Ngandu,,,738505710
Ecole Amour,,,741021936
Collège Saint Amand,,,742073626
Lycée Sainte Germaine,,,742252295
The American School of Kinshasa,,,747802793
Collège Boboto,,,753674320
Lycée Bosangani,,,753674322
Prins van Luikschool,,,759366037
École Internationale ŞAFAK,,,772918427
Institut de la Gombe,,,772918429
École maternelle de la Gombe,,,772918436
Institut Supérieur Pédagogique de la Gombe,,,772918439
EP I,,,777623636
Institut Nsene Étienne,,,796662097
College Othniel École Primaire et Secondaire,,,895614355
La Source de Vie - Royal,,,907384629
La Source de Vie - Spring of Life,,,907384630
Collège Saint Dominique,,,946608934
IFASIC,,,998119240
Collège Ivemarcel,,,1011014991
CS Diabena,,,1025082643
Complexe Scolaire Les Chérubins,,,1035110923
Ecole CBCO ITC Révolution,,,1062582244
C.S. Simon Kimbangu-Petit Pigeon,,,1091195861
Complexe scolaire Cardinal Monsengwo,,,1204107927
Ecole Armée du Salut,,,1214450116
Unnamed,,,1359424506
Ecole d'Excellence de Kinshasa,,,1359427039
Unnamed,,,1359427042
Ecole Notre Dame,,,1359429709
Collège de la Salle,,,1359429712
Ecole Kokolo,,,1359576981
Athénée de la Victoire,,,1359580707
Unnamed,,,1359602927
Lycée Monseigneur Shaumba,,,1359726879
Institut Monseigneur Bokeleale,,,1359727505
Unnamed,,,1360664328
École de navigation,,,1360696706
École Saint-Marc,,,1360696707
Unnamed,,,1360752803
Jewels International School,,,1360870390
Busy Bee,,,1360872737
Collège Saint Pierre,,,1362816363
Centre scolaire Lufungula,,,1362818529
Lycée Français René Descartes,,,1363326279
Unnamed,,,1363687134
Unnamed,,,1364130500
Lycée Liziba,,,1364134048
Collège Saint Gyavira,,,1364371158
Unnamed,,,1364374928
Unnamed,,,1364374930
Unnamed,,,1365859785
Collège Sainte Rita,,,1366012181
Unnamed,,,1369177816
Unnamed,,,1369612841
Institut Technique Gombele,,,1369866153
Unnamed,,,1370039973
Unnamed,,,1372042411
Unnamed,,,1372048115
Unnamed,,,1372367616
Unnamed,,,1372367637
Divine miséricorde,,,1389414559
Complexe Scolaire Ndingambote,,,1389414565
Saint Jean Marie Muzeyi,,,1389924633
Unnamed,,,1389924640
Complexe Scolaire Loboko Naye,,,1389927147
Le Cams,,,1390425745
Groupe Scolaire du Mont Amba,,,1390438022
Institute Carmen Sallés,,,1390669260
Ecole Primaire Carmel,,,1390669261
Unnamed,,,1390755839
Unnamed,,,1391036141
Ecole GS Tumba,,,1392234602
Ecole primaire Livulu,,,1392730453
Ecole Nsakala,,,1392730455
Unnamed,,,1412758821
Unnamed,,,1412922131
Groupe Scolaire du Mont Amba,,,1413787570
École primaire Molende,,,1414280012
Lycée Molende,,,1414280013
Unnamed,,,1414282859
Unnamed,,,1414423748
Institut Technique du Bahumbu,,,1414836813
Unnamed,,,1414867993
Unnamed,,,1414867994
École Primaire Pululu,,,1415139911
Ecole primaire Ngilima,,,1415396854
Unnamed,,,1415396856
Ecole primaire Bateke,,,1415445425
Collège Saint Alphonse,,,1415496449
Unnamed,,,1415616076
LYCEE BOENDE,,,1427299714
École primaire 5 Livulu,,,1453356151
CS Marie La Miséricorde,,,1454174919
C.S. Cardinal MALULA,,,1454201020
C.S. Maria,,,1470868840
Lycée marie madeleine frescobaldy,,,1472335000
saint jean baptiste,,,1472341825
college Baron Harvard,,,1474335102
Saint Eric et Gisele,,,1481124965
Unnamed,,,1481132845
Unnamed,,,1481132852
Unnamed,,,1481132853
École Notre Dame de Fatima,,,4749983
Collège sainte Christinne,,,16458613
